date,day_of_week,episode_number,week,day_in_week,phase,week_title,academic_focus,fixed_events,weekly_event_anchors,arc_turn,narrative_beat,continuity_handoff
2026-06-29,Monday,333,48,4,summer_b,"The First Date, Again","Double integrals, iterated integration, planar regions, and polar conversion",Summer B begins,Summer B begins | Malik and Nia's first date | Campus emergency-tabletop exercise,"Malik and Nia finally go on a date, but delay labels until they discuss what a relationship would require.",They discuss what they admired and misunderstood during each other's fall and spring relationships.,
2026-06-30,Tuesday,334,48,5,summer_b,"The First Date, Again","Double integrals, iterated integration, planar regions, and polar conversion",,Summer B begins | Malik and Nia's first date | Campus emergency-tabletop exercise,"Malik and Nia finally go on a date, but delay labels until they discuss what a relationship would require.",Nia states that she will not become Malik's proof that the spring breakup had a purpose; Malik agrees.,
2026-07-01,Wednesday,335,48,6,summer_b,"The First Date, Again","Double integrals, iterated integration, planar regions, and polar conversion",,Summer B begins | Malik and Nia's first date | Campus emergency-tabletop exercise,"Malik and Nia finally go on a date, but delay labels until they discuss what a relationship would require.",A campus emergency-tabletop exercise exposes a bottleneck near Ruth Ellis Fieldhouse that their model missed.,
2026-07-02,Thursday,336,48,7,summer_b,"The First Date, Again","Double integrals, iterated integration, planar regions, and polar conversion",,Summer B begins | Malik and Nia's first date | Campus emergency-tabletop exercise,"Malik and Nia finally go on a date, but delay labels until they discuss what a relationship would require.","They end the week with a second date planned and an agreement that honesty, not exclusivity, is the immediate commitment.",A family holiday and three-dimensional integration will ask whether the relationship can enter ordinary life.
2026-07-03,Friday,337,49,1,summer_b,A Place at the Table,"Triple integrals, cylindrical coordinates, spherical coordinates, mass, and density",,Independence Day | Baptiste family cookout | Project field-sensor test,"Malik and Nia choose an exclusive relationship after their connection survives family, disagreement, and unglamorous work.",Triple integrals force the class to describe a three-dimensional region before calculating anything inside it.,
2026-07-04,Saturday,338,49,2,summer_b,A Place at the Table,"Triple integrals, cylindrical coordinates, spherical coordinates, mass, and density",Independence Day - university closed,Independence Day | Baptiste family cookout | Project field-sensor test,"Malik and Nia choose an exclusive relationship after their connection survives family, disagreement, and unglamorous work.",Nia joins the Baptiste family cookout and helps Malik's younger cousin build a density experiment with fruit and a kitchen scale.,
2026-07-05,Sunday,339,49,3,summer_b,A Place at the Table,"Triple integrals, cylindrical coordinates, spherical coordinates, mass, and density",,Independence Day | Baptiste family cookout | Project field-sensor test,"Malik and Nia choose an exclusive relationship after their connection survives family, disagreement, and unglamorous work.",Malik's mother thanks Nia for the repair weekend but makes clear that Malik's healing cannot become Nia's assignment.,
2026-07-06,Monday,340,49,4,summer_b,A Place at the Table,"Triple integrals, cylindrical coordinates, spherical coordinates, mass, and density",,Independence Day | Baptiste family cookout | Project field-sensor test,"Malik and Nia choose an exclusive relationship after their connection survives family, disagreement, and unglamorous work.","A field sensor fails during the project test, and Malik and Nia disagree sharply about whether to interpolate or discard the run.",
2026-07-07,Tuesday,341,49,5,summer_b,A Place at the Table,"Triple integrals, cylindrical coordinates, spherical coordinates, mass, and density",,Independence Day | Baptiste family cookout | Project field-sensor test,"Malik and Nia choose an exclusive relationship after their connection survives family, disagreement, and unglamorous work.","They bring the dispute to Keisha, accept her decision to preserve the failed run, and return to the date without carrying punishment.",
2026-07-08,Wednesday,342,49,6,summer_b,A Place at the Table,"Triple integrals, cylindrical coordinates, spherical coordinates, mass, and density",,Independence Day | Baptiste family cookout | Project field-sensor test,"Malik and Nia choose an exclusive relationship after their connection survives family, disagreement, and unglamorous work.","Malik asks Nia to be his partner in language that names affection, uncertainty, and choice rather than fate.",
2026-07-09,Thursday,343,49,7,summer_b,A Place at the Table,"Triple integrals, cylindrical coordinates, spherical coordinates, mass, and density",,Independence Day | Baptiste family cookout | Project field-sensor test,"Malik and Nia choose an exclusive relationship after their connection survives family, disagreement, and unglamorous work.","Nia says yes, then tells him they still have to learn how to be together when no crisis is making them important to each other.",The new relationship faces an emergency drill where the project must perform under time pressure.
2026-07-10,Friday,344,50,1,summer_b,A Field With Consequences,"Vector fields, conservative fields, potential functions, and line integrals",,Bellwether emergency drill | National-lab remote review | Preseason athletics analytics workshop,"The model contributes to a real preparedness exercise, and Malik avoids turning renewed analytics interest into a promise of redemption.",Dr. Okafor uses wind and water vector fields to distinguish what acts everywhere from what a traveler experiences along one path.,
2026-07-11,Saturday,345,50,2,summer_b,A Field With Consequences,"Vector fields, conservative fields, potential functions, and line integrals",,Bellwether emergency drill | National-lab remote review | Preseason athletics analytics workshop,"The model contributes to a real preparedness exercise, and Malik avoids turning renewed analytics interest into a promise of redemption.","During Bellwether's emergency drill, the team's dashboard recommends opening a secondary shelter before the main route reaches capacity.",
2026-07-12,Sunday,346,50,3,summer_b,A Field With Consequences,"Vector fields, conservative fields, potential functions, and line integrals",,Bellwether emergency drill | National-lab remote review | Preseason athletics analytics workshop,"The model contributes to a real preparedness exercise, and Malik avoids turning renewed analytics interest into a promise of redemption.","A delayed data feed makes the recommendation arrive late, and the team logs the failure instead of editing the demonstration afterward.",
2026-07-13,Monday,347,50,4,summer_b,A Field With Consequences,"Vector fields, conservative fields, potential functions, and line integrals",,Bellwether emergency drill | National-lab remote review | Preseason athletics analytics workshop,"The model contributes to a real preparedness exercise, and Malik avoids turning renewed analytics interest into a promise of redemption.",City staff still adopt the two-metric display for future exercises because it makes tradeoffs understandable.,
2026-07-14,Tuesday,348,50,5,summer_b,A Field With Consequences,"Vector fields, conservative fields, potential functions, and line integrals",,Bellwether emergency drill | National-lab remote review | Preseason athletics analytics workshop,"The model contributes to a real preparedness exercise, and Malik avoids turning renewed analytics interest into a promise of redemption.",Dr. Bennett invites Malik to speak at a preseason athletics analytics workshop about the fall model's failure.,
2026-07-15,Wednesday,349,50,6,summer_b,A Field With Consequences,"Vector fields, conservative fields, potential functions, and line integrals",,Bellwether emergency drill | National-lab remote review | Preseason athletics analytics workshop,"The model contributes to a real preparedness exercise, and Malik avoids turning renewed analytics interest into a promise of redemption.",Malik presents overfitting and transferability errors without turning the talk into a comeback announcement.,
2026-07-16,Thursday,350,50,7,summer_b,A Field With Consequences,"Vector fields, conservative fields, potential functions, and line integrals",,Bellwether emergency drill | National-lab remote review | Preseason athletics analytics workshop,"The model contributes to a real preparedness exercise, and Malik avoids turning renewed analytics interest into a promise of redemption.","Nia attends as his partner but asks no questions from the audience, allowing his work to stand outside their relationship.",The Summer Scholars preliminary review will decide whether the project is ready for a public showcase.
2026-07-17,Friday,351,51,1,summer_b,Around the Boundary,"Green's Theorem, circulation, flux, and boundary orientation",,Summer Scholars preliminary review | Community advisory vote | Keisha's student-developer presentation,The project earns a showcase slot only after leadership is distributed visibly across the team.,Green's Theorem gives the class two ways to describe behavior inside a region and around its boundary.,
2026-07-18,Saturday,352,51,2,summer_b,Around the Boundary,"Green's Theorem, circulation, flux, and boundary orientation",,Summer Scholars preliminary review | Community advisory vote | Keisha's student-developer presentation,The project earns a showcase slot only after leadership is distributed visibly across the team.,"Nia structures the preliminary review so Keisha demonstrates code, Malik explains risk, and residents respond before Nia concludes.",
2026-07-19,Sunday,353,51,3,summer_b,Around the Boundary,"Green's Theorem, circulation, flux, and boundary orientation",,Summer Scholars preliminary review | Community advisory vote | Keisha's student-developer presentation,The project earns a showcase slot only after leadership is distributed visibly across the team.,"A reviewer asks whether the model can be maintained after the students leave, exposing a sustainability gap.",
2026-07-20,Monday,354,51,4,summer_b,Around the Boundary,"Green's Theorem, circulation, flux, and boundary orientation",,Summer Scholars preliminary review | Community advisory vote | Keisha's student-developer presentation,The project earns a showcase slot only after leadership is distributed visibly across the team.,Keisha proposes an open documentation plan and presents it at the student-developer forum under her own name.,
2026-07-21,Tuesday,355,51,5,summer_b,Around the Boundary,"Green's Theorem, circulation, flux, and boundary orientation",,Summer Scholars preliminary review | Community advisory vote | Keisha's student-developer presentation,The project earns a showcase slot only after leadership is distributed visibly across the team.,"The community advisory group votes to support a limited pilot, with conditions about privacy and public reporting.",
2026-07-22,Wednesday,356,51,6,summer_b,Around the Boundary,"Green's Theorem, circulation, flux, and boundary orientation",,Summer Scholars preliminary review | Community advisory vote | Keisha's student-developer presentation,The project earns a showcase slot only after leadership is distributed visibly across the team.,The Summer Scholars committee grants a showcase slot but requests a live failure scenario rather than a polished replay.,
2026-07-23,Thursday,357,51,7,summer_b,Around the Boundary,"Green's Theorem, circulation, flux, and boundary orientation",,Summer Scholars preliminary review | Community advisory vote | Keisha's student-developer presentation,The project earns a showcase slot only after leadership is distributed visibly across the team.,"Malik and Nia celebrate with friends, then keep their planned private dinner instead of letting the project consume the relationship.",The final theorem unit and live failure test will determine what they can responsibly claim.
2026-07-24,Friday,358,52,1,summer_b,What Crosses the Surface,"Parametric surfaces, surface integrals, Stokes' Theorem, and the Divergence Theorem",,Calculus III final project | Live model failure test | Second-year registration,"The model fails safely in public, and the students define success as transparent limits plus useful decisions.","Surface integrals let the class quantify flow across a boundary, giving the project a better shelter-capacity measure.",
2026-07-25,Saturday,359,52,2,summer_b,What Crosses the Surface,"Parametric surfaces, surface integrals, Stokes' Theorem, and the Divergence Theorem",,Calculus III final project | Live model failure test | Second-year registration,"The model fails safely in public, and the students define success as transparent limits plus useful decisions.","During the live failure test, Keisha cuts one data source and the model initially recommends an impossible road.",
2026-07-26,Sunday,360,52,3,summer_b,What Crosses the Surface,"Parametric surfaces, surface integrals, Stokes' Theorem, and the Divergence Theorem",,Calculus III final project | Live model failure test | Second-year registration,"The model fails safely in public, and the students define success as transparent limits plus useful decisions.",The validation layer Malik built flags the recommendation before it reaches the public display.,
2026-07-27,Monday,361,52,4,summer_b,What Crosses the Surface,"Parametric surfaces, surface integrals, Stokes' Theorem, and the Divergence Theorem",,Calculus III final project | Live model failure test | Second-year registration,"The model fails safely in public, and the students define success as transparent limits plus useful decisions.",Nia explains the failure and fallback process to reviewers without calling the safeguard proof that the system cannot fail.,
2026-07-28,Tuesday,362,52,5,summer_b,What Crosses the Surface,"Parametric surfaces, surface integrals, Stokes' Theorem, and the Divergence Theorem",,Calculus III final project | Live model failure test | Second-year registration,"The model fails safely in public, and the students define success as transparent limits plus useful decisions.",The team passes the Calculus III project review and receives permission to present the pilot at the showcase.,
2026-07-29,Wednesday,363,52,6,summer_b,What Crosses the Surface,"Parametric surfaces, surface integrals, Stokes' Theorem, and the Divergence Theorem",,Calculus III final project | Live model failure test | Second-year registration,"The model fails safely in public, and the students define success as transparent limits plus useful decisions.",Second-year registration creates the first real scheduling disagreement in Malik and Nia's relationship because their required courses barely overlap.,
2026-07-30,Thursday,364,52,7,summer_b,What Crosses the Surface,"Parametric surfaces, surface integrals, Stokes' Theorem, and the Divergence Theorem",,Calculus III final project | Live model failure test | Second-year registration,"The model fails safely in public, and the students define success as transparent limits plus useful decisions.","They choose schedules that serve their majors and reserve shared time afterward, refusing to make proximity the measure of commitment.",Final exams and the showcase will close the academic year while opening next year's choices.
2026-07-31,Friday,365,53,1,summer_finals,The Work Leaves Their Hands,Calculus III final examination and integrated vector-calculus interpretation,Summer final examinations begin,Final examinations | Summer Scholars Showcase | Project handoff to Bellwether partners,"The project becomes a community-owned pilot, and both students receive next-step invitations without guaranteed success.","The Calculus III final asks students to connect a vector field, boundary theorem, coordinate system, and physical interpretation.",
2026-08-01,Saturday,366,53,2,summer_finals,The Work Leaves Their Hands,Calculus III final examination and integrated vector-calculus interpretation,Summer classes end,Final examinations | Summer Scholars Showcase | Project handoff to Bellwether partners,"The project becomes a community-owned pilot, and both students receive next-step invitations without guaranteed success.","Nia finishes with time to check orientation signs, a detail she once would have sacrificed to explain more ideas.",
2026-08-02,Sunday,367,53,3,summer_finals,The Work Leaves Their Hands,Calculus III final examination and integrated vector-calculus interpretation,,Final examinations | Summer Scholars Showcase | Project handoff to Bellwether partners,"The project becomes a community-owned pilot, and both students receive next-step invitations without guaranteed success.",Malik catches an unjustified assumption and corrects it even though the revised answer is less elegant.,
2026-08-03,Monday,368,53,4,summer_finals,The Work Leaves Their Hands,Calculus III final examination and integrated vector-calculus interpretation,,Final examinations | Summer Scholars Showcase | Project handoff to Bellwether partners,"The project becomes a community-owned pilot, and both students receive next-step invitations without guaranteed success.","At the Summer Scholars Showcase, residents describe how the dashboard changed their questions instead of endorsing it as a finished solution.",
2026-08-04,Tuesday,369,53,5,summer_finals,The Work Leaves Their Hands,Calculus III final examination and integrated vector-calculus interpretation,,Final examinations | Summer Scholars Showcase | Project handoff to Bellwether partners,"The project becomes a community-owned pilot, and both students receive next-step invitations without guaranteed success.",The team hands documentation and a limited pilot license to the Bellwether emergency office and community advisory group.,
2026-08-05,Wednesday,370,53,6,summer_finals,The Work Leaves Their Hands,Calculus III final examination and integrated vector-calculus interpretation,,Final examinations | Summer Scholars Showcase | Project handoff to Bellwether partners,"The project becomes a community-owned pilot, and both students receive next-step invitations without guaranteed success.",Nia is invited to present the community-validation method next year; the invitation does not replace the fellowship she lost.,
2026-08-06,Thursday,371,53,7,summer_finals,The Work Leaves Their Hands,Calculus III final examination and integrated vector-calculus interpretation,,Final examinations | Summer Scholars Showcase | Project handoff to Bellwether partners,"The project becomes a community-owned pilot, and both students receive next-step invitations without guaranteed success.","Malik is invited to reapply for the Heron Analytics team as a peer mentor, and he accepts the application rather than assuming the role.",A three-day epilogue at Founders' Bell turns accomplishment toward the unfinished second year.
2026-08-07,Friday,372,54,1,summer_epilogue,The Bell Before Year Two,"Reflection, handoff, and second-year intentions",Summer grades released,Summer grades released | Founders' Bell gathering | Second-year preview,"Family, academic, athletic, and romantic arcs reach honest resolution without pretending the future is solved.","Summer grades arrive, and Malik and Nia share the news with their families before sharing it publicly.",
2026-08-08,Saturday,373,54,2,summer_epilogue,The Bell Before Year Two,"Reflection, handoff, and second-year intentions",,Summer grades released | Founders' Bell gathering | Second-year preview,"Family, academic, athletic, and romantic arcs reach honest resolution without pretending the future is solved.","At Founders' Bell, DJ, Keisha, Imani, Julian, Simone by video, and the faculty mark what changed without ranking whose year mattered most.",
2026-08-09,Sunday,374,54,3,summer_epilogue,The Bell Before Year Two,"Reflection, handoff, and second-year intentions",Season one story window ends,Summer grades released | Founders' Bell gathering | Second-year preview,"Family, academic, athletic, and romantic arcs reach honest resolution without pretending the future is solved.","Malik and Nia walk Cypress Walk as a couple, compare second-year schedules, and look forward to a future they will choose rather than predict.",Season one ends with the Founders' Bell ringing for the next class of students.
